Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days),Hashtags_(dictionary),Unnamed: 0
15324,42.37,3.78,0.3012,0.2494,23,10,12,1,8.0,"{'sewamotorbali': 7, 'traveling': 3, 'sewamotormatic': 3, 'sewamotormaticbali': 3, 'sewamotorbalimurah': 4, 'rentalscooterbali': 3, 'rentalmotorlegian': 3, 'sewamotorlegian': 3, 'rentalmotorkuta': 3, 'jasasewamotordibali': 3, 'sewamotordibali': 3, 'freedelivery': 3, 'sewamotorseminyak': 3, 'travellingindonesia': 3, 'rentalmotorbali': 19, 'sewamotorbandarangurahrai': 3, 'rentalmotorbandarangurahrai': 3, 'motormurah': 3, 'bandarahotel': 3, 'explorebali': 4, 'sewa': 3, 'motor': 3, 'rentalvespabali': 19, 'rentalvespabalimurah': 15, 'rentalvespamurah': 15, 'nusapenida': 2, 'nusapenidatour': 1, 'nusapenidaisland': 1, 'nusapenidatrip': 1, 'nusapenidatraveling': 1, 'nusapenidabali': 1, 'nusapenidaholiday': 1, 'nusapenidatours': 1, 'nusapenidaopentrip': 1, 'nusapenidatravel': 1, 'nusapenidamurah': 1, 'nusapenidabeach': 1, 'nusapenidasnorkeling': 1, 'nusapenidaadventure': 1, 'nusapenidaonline': 1, 'nusapenidaexplore': 1, 'nusapenidapromo': 1, 'nusapenidabesttour': 1, 'nusapenidadiving': 1, 'nusapenidatourpackage': 1, 'nusapenidatravelling': 1, 'rentalvespamaticbali': 1, 'bali': 1, 'balilife': 1, 'balitrip': 1, 'sewamotor': 2, 'sewavespabali': 1, 'liburanbali': 1, 'jalanjalanbali': 1, 'pakettourmurah': 1, 'pakettourbali': 4, 'paketnusapenida': 1, 'vespa': 1, 'sewavespadibali': 2, 'pakettournusapenida': 2, 'infojogja': 1, 'tourbali': 1, 'paketwisatabali': 1, 'tourbalimurah': 1, 'infobali': 1}",86.0
20792,144.57,10.33,0.745,0.0617,6,0,0,6,13.333,"{'cincinkawin': 5, 'cincinnikah': 5, 'cincintunangan': 5, 'cincinpalladium': 5, 'cincinemas': 5, 'cincinplatinum': 5, 'cincinperak': 5, 'jewelry': 5, 'weddingring': 6, 'engagementring': 5, 'cincincustom': 5, 'cincincouple': 5, 'inspirasipernikahan': 5, 'pernikahan': 5, 'infosamarinda': 5, 'emas': 1, 'emastua': 1, 'emasmuda': 1, 'gold': 1}",87.0
14652,373.63,8.85,2.6104,0.4709,1,0,0,1,0.0,{},88.0
8201,95.0,12.45,1.3102,0.1097,1,0,0,1,0.0,{},89.0
1908,23.12,0.25,1.2247,0.0,0,0,0,0,0.0,{},90.0
2104,149.48,4.37,7.3123,10.5989,2,1,0,1,0.0,{},91.0
2199,164.24,8.17,7.8401,0.5116,4,0,1,3,2.0,"{'cheflife': 1, 'cooking': 1, 'reels': 1, 'instafood': 1, 'instareels': 1, 'foodporn': 1, 'cook': 1, 'asiancuisine': 1}",92.0
1928,7.53,0.07,0.3943,0.0,0,0,0,0,0.0,{},93.0
1851,5.89,0.11,0.3241,0.0,0,0,0,0,0.0,{},94.0
1948,9.3,0.4,0.4979,0.0,0,0,0,0,0.0,{},95.0
2021,160.11,8.01,8.3182,0.3958,1,0,1,0,3.0,"{'fypage': 1, 'kids': 1, 'kidsfashion': 1}",96.0
2104,199.0,16.0,10.2186,0.0,0,0,0,0,0.0,{},97.0
1664,8.4,0.3,0.5228,0.0,0,0,0,0,0.0,{},98.0
29458,2302.87,70.11,8.0555,4.5531,4,0,4,0,0.75,"{'menggambar': 1, 'sketching': 1, 'drawing': 1}",0.0
32266,3163.64,32.8,9.9065,7.0389,68,5,0,63,22.162,"{'weeb': 50, 'weebs': 50, 'otaku': 50, 'otakus': 50, 'manga': 50, 'mangaart': 50, 'mangadrawing': 50, 'romcom': 50, 'romcommanga': 50, 'romancemanga': 50, 'mangaromance': 50, 'sliceoflife': 50, 'sliceoflifemanga': 50, 'schoollifemanga': 50, 'comedymanga': 48, 'wholesomemanga': 49, 'gal': 12, 'gyaru': 12, 'highschoolromance': 7, 'dramamanga': 10, 'peak': 47, 'peakfiction': 47, 'toogoodtobetrue': 45, 'bestgirl': 45, 'tsundere': 9, 'schooltransfer': 1, 'familydrama': 2, 'mangarecommendations': 48, 'mangarecommendation': 49, 'itoowishiwasntsuchacrybaby': 1, 'godiwishthatwereme': 6, 'mangaadaptation': 31, 'fuufuijoukoibitomiman': 1, 'akariwatanabe': 1, 'morethanamarriedcouplebutnotlovers': 1, 'thisisthetypeofshitisignupfor': 1, 'tomboy': 1, 'boyishgirl': 1, 'childhoodfriends': 12, 'osananajimi': 12, 'littlesister': 4, 'imouto': 4, 'theydonebestwingmansodirtynooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo': 1, 'foreigngirls': 1, 'rizz': 1, 'chad': 2, 'pog': 1, 'lightnovel': 24, 'iwillhavemypediatricrotationsinacouplemonthsfromnowandimightbefucked': 1, 'lethimcook': 1, 'cookingmanga': 2, 'officeromance': 2, 'coworkerromance': 2, 'unreal': 1, 'newmanga': 18, 'ifcookingreeaaaaallycanrizzanyonethateasily': 1, 'harem': 5, 'lovetriangle': 8, 'mangaka': 2, 'nooooooooopeaaaaaaaaakcensorshippuuuuuuuuuuuuuuuuu': 1, 'marriedcouple': 3, 'beachepisode': 2, 'nonutnovember': 1, 'doubledate': 1, 'peaaaaaaaaaaakcensorshiiiiiiiiiiiippuuuuuuuuuuu': 1, 'oshinoko': 2, 'aquahoshino': 2, 'rubyhoshino': 1, 'kanaarima': 1, 'akanekurokawa': 2, 'bruh': 4, 'ojousama': 2, 'deredere': 12, 'howmanypeoplewillconfusethese2asmasachikaandalya': 1, 'newlyweds': 2, 'seggs': 3, 'husbandandwife': 2, 'hellyeah': 1, 'itisquitewildthatsomeofmyfriendsarestartingtogetintorelationshipsnowadaysandsomeevengotmarriedalready': 1, 'bluebox': 2, 'aonohako': 2, 'toolate': 1, 'yousnoozeyoulose': 1, 'boowomp': 1, 'schoolmadonna': 5, 'highschoolcrush': 1, 'ilovemakingfakestoriesandfoolpeopleintothinkingihavearomcomlikeexperienceinreallife': 1, 'iwouldvedomesomethingsimilarlikewhatthemcdidherebackthenbutthepandemicwasathingsadly': 1, 'alamak': 1, 'hellohowareyouimunderthewaterplzhelpme': 1, 'haremmanga': 2, 'thisisthetypeofscenarioiimaginedbeforeisleepbackinmiddleschool': 1, 'rejected': 4, 'rejection': 3, 'bruhmoment': 8, 'feverdream': 1, 'heartbreak': 1, 'theydidmyboysoooooodirtydamnyouauthorfuuuuuuuuuuuuuuuuuuuuuuuuuuuccccckkkkk': 1, 'someromcomencountersaretoogoodtobetruebutoddlyenough': 1, 'ntr': 1, 'dumpsterfire': 1, 'peakdumpsterfire': 1, 'ilovedumpsterfireseriesraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa': 1, 'friendzone': 2, 'friendzoned': 2, 'fallinlove': 3, 'thischapterunlockedanoldmemoryfrom2022anditweakedthefuckoutforafewminuteswhenireadittoday': 1, 'ilovespreadingmisinformation': 1, 'mahirushiina': 1, 'amanefujimiya': 1, 'otonarinotenshi': 1, 'ototenshi': 1, 'theangelnextdoorspoilsmerotten': 1, 'otonarinotenshisamaniitsunomanikadameningennisareteitaken': 1, 'iratherbecomekamenridervalenthangettingchocolatesduringvalentine': 1, 'ineedthatacademiccomebackwaymorethanineedagirlfriend': 1, 'newserieslikethisreallybrightenupashittydayliketodayngl': 1, 'fallinginlove': 3, 'crush': 1, 'imakamenridernotaromcommcraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa': 1, 'gapmoe': 3, 'thisthetypeofshitthatcanburnanincelaliveandimallforit': 1, 'kuudere': 4, 'inferioritycomplex': 1, 'wehaveanewgyaruthemedseriesandofcourseiwillbethereandiwillbereading': 1, 'slowburnromance': 1, 'bookworm': 2, 'irememberbackinhighschoolwhenmyromcomaddictionislikemynumberonesecretthatnooneshouldeverknow': 1, 'sonobisquedollwakoiwosuru': 1, 'mydressupdarling': 1, 'marinkitagawa': 1, 'gojowakana': 1, 'glassesgirl': 1, 'folding': 1, 'hasanyoneevertriedrizzingabookwormgirlbysayingyoureadall30plusofalltheavailablerentagirlfriendmangavolumesbacktobackreligiously': 1, 'officeworker': 1, 'mangakas': 1, 'seinenmanga': 2, 'imtoooldforschoollifeorcollegeliferomancebutimdefinitelyoldenoughforajobsettingromcomsosignmein': 1, 'iloveromcomsthathaveadultproblemsandrealisticpremisesraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa': 1, 'firsttime': 1, 'kiss': 1, 'imclosetopassingoutandevenmybraincantkeepupwiththelightningfastpacing': 1, 'bythispoint': 1, 'finthechat': 1, 'pasttrauma': 1, 'ifihavetoputmyselfinmcsshoes': 1, 'yankeegirl': 1, 'mygapmoeaddictionisasstrongaspeoplesdesiretocompareanyromcomswithdevelopmentwithrentagirlfriendandshitonthelatter': 1, 'isthishowilookedlikebackthen': 1, 'maid': 1, 'whenjapanstopsmakingchildhoodfriendlose': 1, 'fucktsundere': 1, 'gyarugirl': 1, 'twintails': 1, 'bigsister': 1, 'oneechan': 1, 'brocon': 1, 'brothercomplex': 1, 'boing': 1, 'thepostbullyingglowupisinsanethoholyshit': 1, 'dating': 1, 'raaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa': 1, 'lockdown': 1, 'pandemicromance': 1, 'makingfriendduringthelockdownerawwassomeofthehardestthingtodobecauseagoodnumberofpeoplehasliveleakcamquality': 1, 'man': 1, 'confession': 1, 'collegeromance': 3, 'firstkiss': 2, 'webmanga': 1, 'anotherserieshasmadeamajordevelopment': 1, 'yandere': 1, 'iwishicanbethissmoothbutalliendupgettingwasbeintscaredofwomen': 1, 'imaynothaverizzbutatleastihaveromcomaddictionwithme': 1, 'oldergirls': 3, 'ifigetadollarforeverytimeireadorwhataseriesthathasthegirlteasingtheboyshelikes': 1, 'rejecti': 1, 'sisterzone': 1, 'sisterzoned': 1, 'wompwomp': 1, 'press1': 9, 'becomesogoodatcookinganddoinghousechoreswhilemaintainingthatmeanlookandbam': 1, 'psychologicalmanga': 1, 'thistypeofpacingscaresmengl': 1, 'oneesan': 2, 'imcollectingpeoplethatexperienceromcomlikestoriesinreallifelikeimcollectingpokemonortheinfinitystoneswahahahahahahahahahahahahahahahahahahahahahahahah': 1, 'icanthelpbutnoticethathermelonskindagrewquiteabitcomparedtothefirstchapter': 1, 'breakup': 1, 'jealousy': 1, 'couple': 1, 'seinen': 1, 'kanojoniuwakisareteitaoregakoakumanakouhaininatsukareteimasu': 1, 'whenaromanticrelationshipbetweenagirlandaboyisestablished': 1, 'fallinginloveisscarybruuuuuuh': 1, 'situationship': 1, 'friendstolovers': 1, 'bestfriendstolovers': 1, 'please': 1, 'scifimanga': 1, 'postapocalyptic': 1, 'postapocalypticromance': 1, 'ohhhhhhmaaaaaaaaan': 1, 'ameteorannihilatedearthyousay': 1, 'dingintapitidakkejam': 1, 'howdoibecomearomcommcbro': 1, 'iwannabearomcommcthatislikemasachikaorthismcrightherenotlikekazuya': 1, 'eitherthingsgocompletelyyourwaylikemchereoryoullgetarestrainingorderormarkedasasexoffender': 1, 'alisamikhailovnakujou': 1, 'yukisuou': 1, 'roshidere': 1, 'tokidokibosottorussiagodedererutonarinoaarya': 1, 'alyasometimeshidesherfeelingsinrussian': 1, 'iwannapullthatahogesobadlyjusttoseehowshedreacted': 1, 'wehave2childhoodfriendcharactersinromcomthatiscalledlemon': 1}",1.0
82084,7772.29,606.35,10.2074,7.5431,73,36,22,15,6.014,"{'mif': 57, 'mif2024': 72, 'motionime': 64, 'motionimefest': 71, 'motionimefest2024': 68, 'motionimefestival': 35, 'motionimefestival2024': 32, 'charityevent': 2, 'motionime2024': 16, 'eventcharity': 1, 'charity': 1, 'ariderion': 1, 'readyformif2024': 2, 'motioninefest2024': 4, 'motionimefestfest': 1, 'alfachri': 1, 'heiakim': 1, 'heiakimmusic': 1, 'davidbeat': 1, 'lilchindoboi': 1, 'geraldxliu': 1, 'hok': 1, 'honorofkingsindonesia': 1, 'tiketcom': 1, 'erickolim': 1, 'luthfihalimawan': 1, 'alditaher': 1}",2.0
74067,1302.33,10.61,1.7727,3.0027,1,0,0,1,28.0,"{'nyunzkychan': 1, 'asianboy': 1, 'manstyle': 1, 'menstyle': 1, 'asianmen': 1, 'asianman': 1, 'photoshoot': 1, 'photography': 1, 'photo': 1, 'photooftheday': 1, 'photogram': 1, 'asianstyle': 1, 'photographers': 1, 'hairstyle': 1, 'manhairstyle': 1, 'zara': 1, 'giuseppezanotti': 1, 'gucci': 1, 'gucciwatch': 1, 'happiness': 1, 'life': 1, 'lifestyle': 1, 'lifequotes': 1, 'mensfashion': 1, 'manfashion': 1, 'fashion': 1, 'fashionblogger': 1, 'fashionstyle': 1}",3.0
88112,2263.41,74.0,2.6528,2.5223,67,50,5,12,2.0,"{'cfxx': 1, 'comifuro19': 81, 'vtuberidawards': 2, 'vtuberidawards2024': 1, 'cf19': 9, 'gocpay': 1, 'gocxtheragnarok': 1, 'labubu': 1, 'lunaheroes': 1, 'pointblank': 1, 'theragnaroksea': 1, 'jewelbox': 1, 'yukosuzuhana': 1, 'upiko': 1, 'eventeksklusif': 1, 'meetandgreet': 1, 'sesitandatangan': 1, 'icebsd': 1, 'merchandiseeksklusif': 1, 'pengalamanfan': 1, 'goldticketmagic': 1, 'withm231': 1, 'muse': 3, 'museevent': 3, 'semuaserudicgv': 1, 'frierenbeyondjourneysend': 1, 'frieren': 1, 'kny': 1, 'demonslayer': 1, 'comifuro': 2, 'ditusiofficial': 1, 'growupwithsociety': 1, 'akaaturservicecf19': 2, 'akaxcf19': 2, 'comicfrontier19': 3, 'tgs2024': 1}",4.0
40343,5827.9,70.26,14.62,5.6443,50,0,50,0,2.42,"{'kulinerbandung': 6, 'bacailte': 1, 'bakedfood': 1, 'wingzowingz': 1, 'kuliner': 38, 'baksorusuksamanhudi': 1, 'friedchicken': 1, 'cheesecake': 1, 'rushcake': 1, 'jatinangorhouse': 1, 'bakwanmalang99': 1, 'mamilanakitchen': 1, 'kepitingsumo': 1, 'tjapajam38': 1, 'baksobintangasia': 1, 'ayamgepukpakgembus': 1, 'baksotjaphaji': 1, 'sumomatsu': 1, 'chickenkatsu': 1, 'gadingserpong': 1, 'kulinergadingserpong': 1, 'sukiyaki': 1, 'sukiyakibeef': 1, 'wagyu': 1, 'laboankopitiam': 1, 'warungnasiraffiahmad': 1, 'nasigorengnagih': 1, 'ramen': 1, 'kyukaramen': 1, 'nasikapau': 2, 'bakso': 1, 'jajanbakso': 1, 'baksosapi': 1, 'baskosapi98singkawang': 1, 'tsukaramen': 1, 'phd': 1, 'pizza': 1, 'dimsumsembilanayam': 1, 'pepperinopizza': 1, 'kedaimalabar': 1, 'shigeru': 1, 'fadiljaidi': 1, 'trafficbun': 1, 'miebangladesh': 2, 'warungbangbento': 1, 'katsunyaka': 1, 'crisbar': 1, 'ayamgorengcabeijo': 1, 'woodyicecream': 1, 'warkopgadingagam': 1, 'ayce': 1, 'anigrerestaurant': 1, 'kulinerbogor': 1, 'tehtarikmenarik': 1, 'masakanpadang': 1, 'pagisore': 1, 'tokoyoramen': 1, 'japanesefood': 1, 'shopeecheckoutmurah': 1, 'shopeefood': 1, 'fishstreat': 1, 'jambokupi': 1, 'ayahhebat': 1, 'workingdad': 1, 'fiestareadytogo': 1, 'cibiukresto': 1, 'bihunku': 1, 'baksomalangkarapitan': 1, 'benjaminsteak': 1, 'babipanggang': 1, 'gohanku': 1, 'nasitelor': 1, 'ngikan': 1, 'rachelvennya': 1, 'snackviral': 1, 'hackviral': 1, 'taokaenoi': 1}",5.0
60606,6891.32,155.89,11.6279,10.0559,50,1,49,0,0.0,{},6.0
80279,3381.91,394.36,4.7039,0.0075,1,0,1,0,0.0,-,7.0
19444,12.79,2.4,0.0781,0.0,0,0,0,0,0.0,-,8.0
61174,11979.53,76.17,19.7072,16.1523,21,0,19,2,0.19,"{'wacoaltravelbra': 1, 'spacesaver': 1, 'mrwunderwear': 1, 'wacoalindonesia': 1}",9.0
105722,352.92,6.83,0.3403,0.2749,19,4,5,10,1.053,"{'cindytandiyah': 9, 'cindytandiyahbride': 9, 'jeffgottiffsy': 2}",10.0
38721,895.4,5.5,2.3266,0.2686,2,0,2,0,29.0,"{'video': 2, 'music': 1, 'love': 1, 'instagram': 1, 'like': 1, 'instagood': 1, 'viral': 1, 'follow': 1, 'tiktok': 1, 'youtube': 2, 'photography': 1, 'art': 2, 'likeforlikes': 1, 'videos': 1, 'photo': 2, 'film': 1, 'k': 2, 'explore': 1, 'followforfollowback': 1, 'funny': 2, 'memes': 1, 'videography': 1, 'videooftheday': 1, 'photooftheday': 2, 'musicvideo': 1, 'edit': 1, 'trending': 1, 'explorepage': 1, 'a': 1, 'likes': 1, 'cute': 1, 'trend': 1, 'beauty': 1, 'reelsinstagram': 1, 'foryoupage': 1, 'happy': 1, 'nature': 1, 'beautiful': 1, 'lifestyle': 1, 'life': 1, 'travel': 1, 'instalike': 1, 'meme': 1, 'comment': 1, 'share': 1, 'post': 1, 'repost': 1, 'viralindonesia': 1, 'exploremore': 1, 'followme': 1, 'viralreels': 1, 'dance': 1, 'picoftheday': 1}",11.0
48159,197.11,24.46,0.4601,0.2497,8,3,5,0,1.125,"{'newyearseve': 1, 'hotelsantikagarut': 1, 'santikaindonesiahotelsandresorts': 1, 'santikamoments': 2, 'magicalforestadventure': 1, 'newyear': 1, 'santikagarut': 1, 'santikahotels': 1}",12.0
117363,2591.67,12.16,2.2186,1.824,6,0,5,1,0.333,"{'birthdaycake': 1, 'harrypotter': 1}",13.0
122264,5854.66,44.28,4.8247,0.5687,6,0,1,5,0.5,"{'beachhouse': 1, 'surflife': 1, 'mentawai': 1}",14.0
